short_name,long_name,Sub-Borough Area,2000,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
hh_u18_pct,Households with children under 18 years old,Greenwich Village/Financial District,0.113999999999578,0.118185395099317,0.13898904594124,0.14212006839989,0.181653764472152,0.139789541156989,0.127327596431348,0.136431408251857,0.143429720362973,0.164560866826905,0.139027817471659,0.142624714619361,0.182455853052758
hh_u18_pct,Households with children under 18 years old,Jackson Heights,0.415999999997439,0.402430650898168,0.393135259295225,0.374414211499243,0.394144261272037,0.39037711313394,0.385882619961794,0.368126107234535,0.341122164173764,0.387795208311972,0.395433334520714,0.375026593858592,0.368096908393833
hh_u18_pct,Households with children under 18 years old,Elmhurst/Corona,0.417999999997846,0.358002115099225,0.402320693972456,0.440975768298813,0.372912045629442,0.43320718801695,0.364328891485585,0.384308131241084,0.352745054456546,0.363152576625126,0.394895025699103,0.369214155990772,0.392755664270007
hh_u18_pct,Households with children under 18 years old,Middle Village/Ridgewood,0.349999999998545,0.366090857398376,0.377747647152656,0.376190403199871,0.309095953908175,0.354524054956383,0.364231729968616,0.351694375437926,0.294415748952344,0.290548276300725,0.293434309956251,0.37274461618056,0.339629689783986
hh_u18_pct,Households with children under 18 years old,Rego Park/Forest Hills,0.218999999999141,0.214118921699992,0.242723351338748,0.237544785999489,0.247718306541836,0.219551678823776,0.24552621206149,0.197162032598274,0.223604598396612,0.230148955005581,0.183177459918265,0.260055086024751,0.186323750708437
hh_u18_pct,Households with children under 18 years old,Flushing/Whitestone,0.31499999999869,0.277412551298767,0.285853012075722,0.281563557298796,0.311018767980273,0.283184344555041,0.298790032334358,0.2997642303806,0.286636029201096,0.29201936770151,0.291785305921126,0.263747571917491,0.28003428408171
hh_u18_pct,Households with children under 18 years old,Hillcrest/Fresh Meadows,0.343999999997322,0.286911114897521,0.319766443414048,0.345029239797441,0.299986346525191,0.319290621057059,0.292828294710426,0.311830664058718,0.319179521203074,0.33376924226573,0.307657105200535,0.291830445293325,0.307114733083051
hh_u18_pct,Households with children under 18 years old,Ozone Park/Woodhaven,0.430999999996857,0.406816417798836,0.413178096806364,0.4012737439989,0.407990155144377,0.431692886916767,0.379118350819069,0.420854136756166,0.432706357121321,0.407856388595565,0.392163838918414,0.411810970539988,0.380576197808574
hh_u18_pct,Households with children under 18 years old,South Ozone Park/Howard Beach,0.416999999997643,0.449159222298476,0.412649305929194,0.459224499896663,0.37842123237547,0.377738088984609,0.405983628329269,0.394592001615835,0.405315281434123,0.379099363680862,0.434662600878,0.372098537742063,0.390231064792884
hh_u18_pct,Households with children under 18 years old,Bayside/Little Neck,0.306999999997061,0.31089555159997,0.26125663413799,0.274437645599392,0.329827532421231,0.316260832757814,0.29795025231099,0.310576164167324,0.301119596314568,0.301510475121586,0.292728575059498,0.266665079516237,0.28893174297074
hh_u18_pct,Households with children under 18 years old,Jamaica,0.448999999996886,0.441410285799066,0.422985799870222,0.395547418498609,0.419571065280983,0.416198710520843,0.419609316303531,0.446428828828829,0.412861644228015,0.436340990866316,0.390631680205216,0.404925222084786,0.373482962775457
hh_u18_pct,Households with children under 18 years old,Queens Village,0.424999999999272,0.355342288399697,0.396216467669406,0.39943048119676,0.40173511276571,0.385579937304075,0.404862293360488,0.406042213659767,0.376967059656935,0.34931327236372,0.327656664387103,0.362277746272142,0.352793428823569
hh_u18_pct,Households with children under 18 years old,Rockaways,0.400999999998021,0.391963686997769,0.419318240420814,0.369664885096427,0.346824637574509,0.340085942295887,0.387977632805219,0.386015513427235,0.417483998150357,0.380935177539224,0.289198871865234,0.392539047373177,0.363155095726165
hh_u18_pct,Households with children under 18 years old,North Shore,0.392999999996391,0.433787584497622,0.384021594219596,0.415212703399447,0.398389953308646,0.403168502309357,0.399791600141174,0.419127353574654,0.413284434912163,0.365635615948507,0.35827679017519,0.38397719753652,0.371520904184221
hh_u18_pct,Households with children under 18 years old,Mid-Island,0.361999999997352,0.357630291699024,0.36908080958563,0.376798412398784,0.372447494281555,0.378176231579373,0.345376251480245,0.305813427531393,0.334957870340286,0.339122731112347,0.296513939822383,0.351144404556867,0.370669307932226
hh_u18_pct,Households with children under 18 years old,South Shore,0.396999999997206,0.425232130299264,0.40357744609153,0.40379679239777,0.404819919964429,0.353879726684077,0.35322274062554,0.370158862008099,0.340542847995447,0.329517622331463,0.355752887717229,0.355030664677607,0.356670246302006
hh_u18_pct,Households with children under 18 years old,Lower East Side/Chinatown,0.220999999999549,0.181132463898393,0.182899598067476,0.172724016299981,0.171303429778006,0.19227364874511,0.163307053057746,0.204905612281025,0.178993749648066,0.160742666171556,0.133246350811384,0.144998162340226,0.140442132639792
hh_u18_pct,Households with children under 18 years old,Chelsea/Clinton/Midtown,0.0839999999998327,0.0870781010999053,0.086826190538524,0.0806696494992138,0.0800364426029004,0.086623009853614,0.0924383020730503,0.0894880339291124,0.0879452054794521,0.0854619000214222,0.0907542108697228,0.0860018400915558,0.0931744046305153
hh_u18_pct,Households with children under 18 years old,Stuyvesant Town/Turtle Bay,0.0839999999998327,0.101274005099185,0.101238679078685,0.113776901399433,0.1015872644544,0.116034985422741,0.107526326657031,0.0756550299833288,0.0839693696638962,0.0758654745815573,0.0887526785269348,0.0731241330576566,0.122173259097026
hh_u18_pct,Households with children under 18 years old,Upper West Side,0.145999999998821,0.172318638498837,0.211803625041699,0.19323640139919,0.179298181713617,0.207575405493331,0.189009755945516,0.183093658576785,0.185161054678631,0.159013037388212,0.187639490275535,0.136895557528657,0.139365884719176
